,Event,Time,Port,Vessel,VesselType
333,Departure,2019-12-02 15:04,DULUTH SUPERIOR,JOHN J BOLAND [US],cargo
334,Departure,2019-12-02 15:04,DUBLIN,SUPERFAST X [IE],passenger
335,Arrival,2019-12-02 15:04,WARRENTON,COLUMBIA [US],tug
336,Arrival,2019-12-02 15:04,DENIA,FRANJUMAR [ES],fishing
337,Arrival,2019-12-02 15:04,YTTEROY,YTTEROEY [NO],undefined
338,Departure,2019-12-02 15:04,PORTSMOUTH,VICTORIA OF WIGHT [GB],passenger
339,Arrival,2019-12-02 15:04,KRIMPEN,WITTE DE WITH [NL],passenger
340,Departure,2019-12-02 15:04,FURUSUND,FRIDA [SE],passenger
341,Arrival,2019-12-02 15:04,MGARR,MALITA [MT],passenger
342,Departure,2019-12-02 15:04,MERAK,SMS SAGITA [ID],passenger
343,Arrival,2019-12-02 15:04,STOCKHOLM,DELFIN XII [SE],passenger
344,Departure,2019-12-02 15:04,FYNSHAV,FYNSHAV [DK],passenger
345,Departure,2019-12-02 15:04,KAWASAKI,SUMIRIKIMARU NO.57 [JP],cargo
346,Departure,2019-12-02 15:04,POROZINA,BRESTOVA [HR],passenger
347,Departure,2019-12-02 15:04,SANDVIKVAAG,FAEROY [NO],passenger
348,Departure,2019-12-02 15:04,GORINCHEM,GORINCHEM XI [NL],passenger
349,Departure,2019-12-02 15:04,NEMRUT,ENKO HASLAMAN [TR],cargo
350,Departure,2019-12-02 15:04,FLORO,DAGNING [NO],passenger
351,Departure,2019-12-02 15:04,HELSINGOR,TYCHO BRAHE [DK],passenger
352,Departure,2019-12-02 15:04,BRAKE,KLEINENSIEL [DE],passenger
353,Arrival,2019-12-02 15:04,SINGAPORE,PSA CAPELLA YS02 [SG],undefined
354,Arrival,2019-12-02 15:04,HONG KONG,HUIHANG83 [HK],cargo
355,Departure,2019-12-02 15:04,LANDSKRONA,URANIBORG [SE],passenger
356,Departure,2019-12-02 15:04,PORT ARTHUR,MARK-C [US],tug
357,Arrival,2019-12-02 15:04,DELFZIJL,GRUNO [NL],tug
358,Arrival,2019-12-02 15:04,ROZENBURG,VESPERTINE [NL],cargo
359,Departure,2019-12-02 15:04,DORDRECHT,ALBLAS [NL],passenger
360,Arrival,2019-12-02 15:04,HARDINXVELD,VOTRANS [NL],cargo
361,Arrival,2019-12-02 15:04,VASSOY,RYGERBUEN [NO],passenger
362,Departure,2019-12-02 15:04,BALTIMORE,LYNNE MORAN [US],undefined
363,Departure,2019-12-02 15:04,AMSTERDAM,PONT 6 [NL],passenger
364,Departure,2019-12-02 15:04,BUSAN,HAE SUNG [KR],fishing
365,Departure,2019-12-02 15:04,IMMINGHAM,LS EVA [GB],tanker
366,Arrival,2019-12-02 15:04,PAPENDRECHT,MERWEDAM [NL],passenger
367,Arrival,2019-12-02 15:04,SAN LORENZO,ARGENTINO I [AR],undefined
368,Arrival,2019-12-02 15:04,VENEZIA,SAN NICOLO [IT],passenger
369,Departure,2019-12-02 15:04,HAMBURG,FALKENSTEIN [DE],passenger
370,Arrival,2019-12-02 15:04,ROTTERDAM PERNIS,RPA11 [NL],undefined
371,Departure,2019-12-02 15:03,BASEL,THURGAU PRESTIGE [CH],passenger
372,Departure,2019-12-02 15:03,ROZENBURG,BLANKENBURG [NL],passenger
373,Departure,2019-12-02 15:03,KIRKWALL,VARAGEN [GB],passenger
374,Departure,2019-12-02 15:03,TIGRE,DON BENITO [AR],cargo
375,Arrival,2019-12-02 15:03,MALTEPE,DEN DEN 10 [TR],tug
376,Departure,2019-12-02 15:03,ROTTERDAM WAALHAVEN,SNOEK [NL],passenger
377,Departure,2019-12-02 15:03,KINGSTON FERRY,WSF SPOKANE [US],passenger
378,Departure,2019-12-02 15:03,CLINTON,WSF TOKITAE [US],passenger
379,Departure,2019-12-02 15:03,TENERIFE,VOLCAN DE TAGORO [ES],high speed
380,Arrival,2019-12-02 15:03,ANEGASAKI,SOUBI MARU [JP],tanker
381,Arrival,2019-12-02 15:03,MOLNSKOGEN,GILDESKAAL [NO],passenger
382,Departure,2019-12-02 15:03,KJOPSVIK,MELSHORN [NO],passenger
383,Departure,2019-12-02 15:03,OUISTREHAM,RUBY [FR],tug
384,Arrival,2019-12-02 15:03,GENOVA,X-PRESS ANNAPURNA [IT],cargo
385,Departure,2019-12-02 15:03,TIEL,POMONA [NL],passenger
386,Departure,2019-12-02 15:03,DRIMMELEN,ZILVERMEEUW 3 [NL],passenger
387,Arrival,2019-12-02 15:03,LA BOUILLE,BAC 20 [FR],passenger
388,Departure,2019-12-02 15:03,KETRON ISLAND,STEILACOOM II [US],passenger
389,Departure,2019-12-02 15:03,YANBU,NAVE ORION [SA],tanker
390,Departure,2019-12-02 15:03,EL SAUZAL,MS AMY [MX],yacht
391,Arrival,2019-12-02 15:03,LEMWERDER,VEGESACK [DE],passenger
392,Arrival,2019-12-02 15:03,BRUNSBUETTEL,FAEHRE BERLIN [DE],passenger
393,Arrival,2019-12-02 15:03,KINGSTON,WOLFE ISLANDER III [CA],passenger
394,Arrival,2019-12-02 15:03,POZZUOLI,BENITO BUONO [IT],passenger
395,Departure,2019-12-02 15:03,PARKHAVEN,MAR-GRETHE [NL],undefined
396,Arrival,2019-12-02 15:03,AGUILAS,ES SOLLERIC [ES],fishing
397,Arrival,2019-12-02 15:03,BRUNSBUETTEL,SPIEKEROOG [DE],tug
398,Arrival,2019-12-02 15:03,GORINCHEM,GORINCHEM XI [NL],passenger
399,Departure,2019-12-02 15:03,NIEUWEGEIN,GERO-B [NL],cargo
400,Arrival,2019-12-02 15:03,BOTLEK - ROTTERDAM,FAIRPLAY 24 [NL],tug
401,Departure,2019-12-02 15:03,BEVERWIJK,POLLUX [NL],tug
402,Departure,2019-12-02 15:03,WOUDRICHEM,GORINCHEM VIII [NL],passenger
403,Arrival,2019-12-02 15:03,AMELAND,VIGILANT [NL],tug
404,Departure,2019-12-02 15:03,TRONDHEIM,TRONDHEIMSFJORD II [NO],high speed
405,Departure,2019-12-02 15:03,AARHUS,EXPRESS 2 [DK],high speed
406,Departure,2019-12-02 15:03,KARLSKRONA,ASPO 3 [SE],passenger
407,Departure,2019-12-02 15:03,RHOON,OTTER [NL],passenger
408,Arrival,2019-12-02 15:03,PORT ARTHUR,CROSBY GENERAL [US],tug
409,Arrival,2019-12-02 15:03,SLIEDRECHT,AQUA RUNNER [NL],passenger
410,Departure,2019-12-02 15:03,FISKEBOL,TYSFJORD [NO],passenger
411,Arrival,2019-12-02 15:03,TOLKAMER,ELISABETH [NL],cargo
412,Arrival,2019-12-02 15:03,DUISBURG,EILTANK 77 [DE],tanker
413,Departure,2019-12-02 15:03,SINGAPORE,CAST THOMSON [SG],yacht
414,Departure,2019-12-02 15:03,YOKOHAMA,KOHOMARU NO.8 [JP],cargo
415,Departure,2019-12-02 15:03,DORDRECHT,SCHIE [NL],passenger
416,Arrival,2019-12-02 15:03,DUISBURG,RAIN EMPRESS [DE],tanker
417,Arrival,2019-12-02 15:03,NOVOROSSIYSK,TOLKOVYY [RU],tug
418,Arrival,2019-12-02 15:03,VANCOUVER,DEMAC II [CA],tug
419,Departure,2019-12-02 15:03,SOUTHAMPTON,PIPSY-JO [GB],yacht
420,Arrival,2019-12-02 15:03,NEW ORLEANS,SAFETY FIRST [US],tug
421,Departure,2019-12-02 15:03,PETERHEAD,ACORN INS237 [GB],fishing
422,Departure,2019-12-02 15:03,FORT LAUDERDALE,PILOT NO 7 [US],tug
423,Arrival,2019-12-02 15:03,GENT,TAKANA [BE],cargo
424,Arrival,2019-12-02 15:03,NIKA TERA,SIRIUS V [UA],tug
425,Arrival,2019-12-02 15:03,DA NANG,TRAN LCANG MOI E7 [VN],fishing
426,Arrival,2019-12-02 15:03,GAMLA RAETT,SPOGVIN [FO],passenger
427,Departure,2019-12-02 15:03,SAN NICOLAS,EVER SUCCESS [AR],cargo
428,Departure,2019-12-02 15:03,ACHNACROISH,LOCH STRIVEN [GB],passenger
429,Departure,2019-12-02 15:03,JUDABERG,FOLDOY [NO],passenger
430,Departure,2019-12-02 15:03,CHIOS,KAPTAN ILYAS MERT [GR],passenger
431,Departure,2019-12-02 15:03,LEMWERDER,LEMWERDER2 [DE],passenger
432,Arrival,2019-12-02 15:03,PORT ARANSAS,CHARLES W. HEALD [US],passenger
433,Departure,2019-12-02 15:03,MISTEN,ROESUND [NO],passenger
434,Departure,2019-12-02 15:03,ROTTERDAM,KRVE 60 [NL],high speed
435,Departure,2019-12-02 15:03,PAPENDRECHT,GUENTER DEYMANN [NL],tanker
436,Arrival,2019-12-02 15:03,POOLE,SEAWEED III [GB],tug
437,Arrival,2019-12-02 15:03,MALONGO,NAMIBE TIDE [AO],undefined
438,Arrival,2019-12-02 15:03,BREVIK,OKSOY [NO],passenger
439,Departure,2019-12-02 15:03,NESVIK,HARDINGEN [NO],passenger
440,Arrival,2019-12-02 15:03,MACAU,FUNCHAL [MO],high speed
441,Arrival,2019-12-02 15:03,ZAANDAM,SALVOR 1 [NL],tug
442,Arrival,2019-12-02 15:03,GELKENES,STAD SCHOONHOVEN [NL],passenger
443,Departure,2019-12-02 15:03,EEMSHAVEN,CHARLOTTE [NL],fishing
444,Departure,2019-12-02 15:03,GOSPORT,SPIRIT OF PORTSMOUTH [GB],passenger
445,Departure,2019-12-02 15:03,LAS PALMAS,ITARA [ES],tug
446,Departure,2019-12-02 15:03,MORTAVIKA,STAVANGERFJORD [NO],passenger
447,Arrival,2019-12-02 15:03,SKAGEN,HV99 ANNI DORTHE [DK],fishing
448,Departure,2019-12-02 15:03,JURONG ISLAND,PW TENANG [SG],tug
449,Arrival,2019-12-02 15:03,TEES,SALTHOLME [GB],high speed
450,Departure,2019-12-02 15:03,RIDDERKERK,DRECHTSTEDEN 2 [NL],undefined
451,Departure,2019-12-02 15:03,ASPERO,FROJA [SE],passenger
452,Departure,2019-12-02 15:03,DORDRECHT,MERWEDAM [NL],passenger
453,Departure,2019-12-02 15:03,BOHUS MALMON,MARIA [SE],undefined
454,Arrival,2019-12-02 15:03,STANSVIKS,HAKEFJORD [SE],passenger
455,Arrival,2019-12-02 15:02,MONDORF,CHRISTOPHORUS [DE],undefined
456,Departure,2019-12-02 15:02,ARSVAGEN,BOKNAFJORD [NO],passenger
457,Departure,2019-12-02 15:02,VAXHOLM,NINA [SE],passenger
458,Arrival,2019-12-02 15:02,SYKKYLVEN,ROVDEHORN [NO],passenger
459,Arrival,2019-12-02 15:02,BUENOS AIRES,PAPU NORTE [AR],tug
460,Departure,2019-12-02 15:02,LANGEVAG,UTSTEIN [NO],passenger
461,Arrival,2019-12-02 15:02,CAPE CANAVERAL,CG MORAY [US],tug
462,Departure,2019-12-02 15:02,CEDAR ISLAND,CEDAR ISLAND [US],passenger
463,Arrival,2019-12-02 15:02,CAMPANA,COPRAC  1 [AR],tug
464,Departure,2019-12-02 15:02,HALHJEM,LYSOY [NO],passenger
465,Departure,2019-12-02 15:02,XINHIAXIANG,SHUANGTAI 29 [CN],passenger
466,Arrival,2019-12-02 15:02,OCKERO,BURO [SE],passenger
467,Departure,2019-12-02 15:02,AMSTERDAM,SALVOR 1 [NL],tug
468,Arrival,2019-12-02 15:02,BUSAN,NO6MINSUNG [KR],tanker
469,Arrival,2019-12-02 15:02,MURORAN,KOUSEN MARU [JP],tanker
470,Departure,2019-12-02 15:02,HANSWEERT,DEO VOLENTE [NL],cargo
471,Arrival,2019-12-02 15:02,BRUGGE,SWALINGE [BE],tug
472,Arrival,2019-12-02 15:02,KWINANA,NEW BOUNDARY [AU],cargo
473,Arrival,2019-12-02 15:02,FREEPORT (TX),PACESETTER [US],yacht
474,Departure,2019-12-02 15:02,DA NANG,GIA CA0 B2 SA0 SANG [VN],fishing
475,Departure,2019-12-02 15:02,BREKSTAD,VESTRAATT [NO],passenger
476,Arrival,2019-12-02 15:02,UST-LUGA,KRONSHLOT [RU],tug
477,Arrival,2019-12-02 15:02,BURNHAM ON CROUCH,PREDATOR [GB],tug
478,Departure,2019-12-02 15:02,TAICHUNG,UNI ADROIT [TW],cargo
479,Arrival,2019-12-02 15:02,SVANESUND,SVANHILD [SE],passenger
480,Arrival,2019-12-02 15:02,VLAARDINGEN - ROTTERDAM,VIRAGE [NL],tanker
481,Arrival,2019-12-02 15:02,RIO DE JANEIRO,URCA III [BR],passenger
482,Departure,2019-12-02 15:02,PUERTO PESQUERO,CALETA [MX],tug
483,Arrival,2019-12-02 15:02,SINGAPORE,PILOT GP51 [SG],passenger
484,Arrival,2019-12-02 15:02,FECAMP,CAP FAGNET SNS089 [FR],tug
485,Departure,2019-12-02 15:02,MUKILTEO,WSF SUQUAMISH [US],passenger
486,Arrival,2019-12-02 15:02,TYNE,CAROL ANN H758 [GB],fishing
487,Arrival,2019-12-02 15:02,VILLA SAN GIOVANNI,TRINACRIA [IT],passenger
488,Arrival,2019-12-02 15:02,PUERTO DE SALINETAS,VB ALBORAN [ES],tug
489,Departure,2019-12-02 15:02,RIDDERKERK,WANTIJ [NL],passenger
490,Arrival,2019-12-02 15:02,HEDEN (HONO),BEDA [SE],passenger
491,Arrival,2019-12-02 15:02,LAS PALMAS,PILOT E [ES],tug
492,Arrival,2019-12-02 15:02,CHAGUARAMAS,CHRISTOPHER [TT],tug
493,Arrival,2019-12-02 15:02,SEATTLE,WESTRAC [US],tug
494,Arrival,2019-12-02 15:02,SAN FRANCISCO,ARGO [US],passenger
495,Departure,2019-12-02 15:02,SANDVIKVAAG,HUSAVIK [NO],passenger
496,Departure,2019-12-02 15:02,SINGAPORE,SUNLIGHT ATHENA [SG],cargo
497,Departure,2019-12-02 15:02,WERKENDAM,GORINCHEM X [NL],passenger
498,Arrival,2019-12-02 15:02,LA GUAIRA,JAZMIN [VE],tug
499,Departure,2019-12-02 15:02,VLADIVOSTOK,AMETIST [RU],passenger
500,Departure,2019-12-02 15:02,SEIN,ENEZ SUN 3 [FR],passenger
501,Departure,2019-12-02 15:02,LARSNES,KVAM [NO],passenger
502,Departure,2019-12-02 15:02,PETIT COURONNE,BAC 18 [FR],undefined
503,Arrival,2019-12-02 15:02,VAL-DE-LA-HAYE,BAC 18 [FR],undefined
504,Arrival,2019-12-02 15:02,CHARLESTON,ATB RESOLVE [US],tug
505,Arrival,2019-12-02 15:02,OOSTERHOUT,VOLHARDING 7 [NL],tanker
506,Arrival,2019-12-02 15:02,JEBEL ALI,470000009 [AE],undefined
507,Arrival,2019-12-02 15:02,OCKERO,WILMA 2 [SE],yacht
508,Arrival,2019-12-02 15:02,NOVOROSSIYSK,KRONBORG [RU],tanker
509,Arrival,2019-12-02 15:02,SOVGAVAN,BAYKAL [RU],fishing
510,Departure,2019-12-02 15:02,DELFZIJL,RUDAN-D [NL],undefined
511,Departure,2019-12-02 15:02,SANDVIK,VIPAN [SE],passenger
512,Arrival,2019-12-02 15:02,BLECKEDE,AMT NEUHAUS [DE],passenger
513,Arrival,2019-12-02 15:02,WICK,DSV CURTIS MARSHALL [GB],yacht
514,Departure,2019-12-02 15:02,MCNEIL ISLAND,WL CALLAHAN [US],passenger
515,Arrival,2019-12-02 15:02,NOVOROSSIYSK,ALIOT [RU],tug
516,Arrival,2019-12-02 15:02,GABES,YARA [TN],undefined
517,Arrival,2019-12-02 15:02,HAMBURG,GLUECK AUF [DE],cargo
518,Arrival,2019-12-02 15:02,ANTWERP,MENAPIER [BE],cargo
519,Departure,2019-12-02 15:02,ABELNES,HIDRASUND [NO],passenger
520,Arrival,2019-12-02 15:02,ANTWERP,ADRIE-S [BE],cargo
521,Departure,2019-12-02 15:02,PUERTO DEL ROSARIO,DACIL [ES],tanker
522,Arrival,2019-12-02 15:02,LA GOMERA,VOLCAN DE TABURIENTE [ES],passenger
523,Arrival,2019-12-02 15:02,VENEZIA,LOURDES C [IT],tug
524,Departure,2019-12-02 15:02,LAS PALMAS,SPICA [ES],cargo
525,Departure,2019-12-02 15:02,GENT,ORCHILA [BE],cargo
526,Departure,2019-12-02 15:02,AMELAND,ESONBORG [NL],passenger
527,Arrival,2019-12-02 15:02,IBIZA,ILLETAS JET [ES],high speed
528,Departure,2019-12-02 15:02,MAASSLUIS,STAELDIEP [NL],passenger
529,Departure,2019-12-02 15:01,JAKARTA,USV ELOK JAYA [ID],tug
530,Arrival,2019-12-02 15:01,MAASVLAKTE - ROTTERDAM,AQUA-ISALA [NL],cargo
531,Departure,2019-12-02 15:01,JARDINES DEL REY,BS 114 [CU],tug
532,Departure,2019-12-02 15:01,SKAGEN,SKAWLINK4 [DK],tug
533,Departure,2019-12-02 15:01,RHEINAU,ALTRIP MANNHEIM [DE],undefined
534,Arrival,2019-12-02 15:01,AOMORI,BLUE MERMAID [JP],passenger
535,Departure,2019-12-02 15:01,DOS BOCAS,DON IGNACIO [MX],undefined
536,Arrival,2019-12-02 15:01,GORINCHEM,WILHELMIEN [NL],cargo
537,Departure,2019-12-02 15:01,HARLINGEN,UNION [NL],undefined
538,Departure,2019-12-02 15:01,CORNER BROOK,NANCY JILLIAN [CA],fishing
539,Arrival,2019-12-02 15:01,CANVEY ISLAND,M/TUG SD SEAL [GB],tug
540,Arrival,2019-12-02 15:01,NORDENHAM,LUNA [DE],cargo
541,Arrival,2019-12-02 15:01,FUJAIRAH,INCHCAPE 6 [AE],tug
542,Departure,2019-12-02 15:01,ANACORTES,GUEMES [US],passenger
543,Arrival,2019-12-02 15:01,ROTTERDAM,AMOUREUS [NL],cargo
544,Arrival,2019-12-02 15:01,PORT NECHES,GOLIATH [US],tug
545,Arrival,2019-12-02 15:01,NEW YORK,GENESIS VICTORY [US],tug
546,Arrival,2019-12-02 15:01,CALETA PUELCHE,ALONSO DE ERCILLA [CL],passenger
547,Departure,2019-12-02 15:01,BREMERHAVEN,HEGEMANN I [DE],tug
548,Departure,2019-12-02 15:01,PORT DE BOUC,PILOT BOAT 117 [FR],tug
549,Departure,2019-12-02 15:01,BERGEN OP ZOOM,EVERINGEN [NL],cargo
550,Arrival,2019-12-02 15:01,MESSINA,ENOTRIA [IT],passenger
551,Departure,2019-12-02 15:01,BRUNSBUETTEL,FAEHRE BRESLAU [DE],passenger
552,Departure,2019-12-02 15:01,SLUISKIL,JANNY [NL],tug
553,Departure,2019-12-02 15:01,HOUSTON,SPINDLETOP [US],yacht
554,Departure,2019-12-02 15:01,OAKLAND,AHBRA FRANCO [US],tug
555,Arrival,2019-12-02 15:01,HONG KONG,COTAISTRIP EXPO [HK],high speed
556,Arrival,2019-12-02 15:01,BRANDENBURG,MICHAEL B [DE],cargo
557,Arrival,2019-12-02 15:01,TILBURY,SVITZER BRUNEL [GB],tug
558,Arrival,2019-12-02 15:01,VAXHOLM,CASTELLA [SE],passenger
559,Departure,2019-12-02 15:01,LULSDORF,SOMTRANS XV [DE],tanker
560,Arrival,2019-12-02 15:01,SPODSBJERG,LOLLAND [DK],passenger
561,Departure,2019-12-02 15:01,GEINSHEIM,HELENE [DE],passenger
562,Departure,2019-12-02 15:01,SAO SEBASTIAO,ELKA PARANA [BR],tanker
563,Departure,2019-12-02 15:01,JUDABERG,FJORDDROTT [NO],high speed
564,Departure,2019-12-02 15:01,HARLINGEN,WR 88 FIDES MAREM [NL],fishing
565,Arrival,2019-12-02 15:01,INCHEON,SUNHYE NO.3 [KR],tanker
566,Arrival,2019-12-02 15:01,WEST FROLUNDA,GRACE [SE],fishing
567,Arrival,2019-12-02 15:01,SETUBAL,GUANARTEME [PT],tanker
568,Departure,2019-12-02 15:01,ASALUYEH,AMPI [IR],high speed
569,Arrival,2019-12-02 15:01,HONG KONG,FIRST FERRY IX [HK],high speed
570,Arrival,2019-12-02 15:01,HONG KONG,HUI JIN  QIAO 318 [HK],cargo
571,Departure,2019-12-02 15:01,DRAGOER,DANPILOT GOLF [DK],tug
572,Departure,2019-12-02 15:01,OOSTENDE,REYNAERT [BE],tug
573,Departure,2019-12-02 15:01,OAKLAND,SEASPAN HAMBURG [US],cargo
574,Departure,2019-12-02 15:01,CAPE TOWN,WAKASHIOMARU_NO.82 [ZA],fishing
575,Departure,2019-12-02 15:01,KOLHATTAN,SVANHILD [SE],passenger
576,Departure,2019-12-02 15:01,PRIMORSK,ALBATROS [RU],fishing
577,Arrival,2019-12-02 15:01,MONTEVIDEO,VICKY B [UY],tanker
578,Arrival,2019-12-02 15:01,MEDEMBLIK,LCVP L9570 [NL],tug
579,Departure,2019-12-02 15:01,WYK AUF FOHR,ERNST MEIER-HEDDE [DE],tug
580,Departure,2019-12-02 15:01,WIJK BIJ DUURSTEDE,MARIA JEANET [NL],cargo
581,Departure,2019-12-02 15:01,TEMA,T.T.ADDY [GH],undefined
582,Arrival,2019-12-02 15:01,ROTTERDAM,KRVE 60 [NL],high speed
583,Arrival,2019-12-02 15:01,OSTERMOOR,FAEHRE DANZIG [DE],passenger
584,Departure,2019-12-02 15:01,MERAK,KMP MITRA NUSANTARA [ID],passenger
585,Arrival,2019-12-02 15:01,TERNEUZEN,MARTENS 6 [NL],tanker
586,Departure,2019-12-02 15:01,MACKAY,PB BOTANY [AU],tug
587,Departure,2019-12-02 15:01,ALEXANDRIA,I MARIA [EG],cargo
588,Arrival,2019-12-02 15:01,LAKSPUR,MENDOCINO [US],high speed
589,Arrival,2019-12-02 15:01,MUSEL ARNAO,CUBIA [ES],tug
590,Departure,2019-12-02 15:01,MAASVLAKTE - ROTTERDAM,SD SHARK [NL],tug
591,Arrival,2019-12-02 15:01,LIVORNO,MORLE II [IT],fishing
592,Arrival,2019-12-02 15:01,PUERTO DE SALINETAS,AGENA [ES],tanker
593,Arrival,2019-12-02 15:00,XIANGZHOU,XIN HAI BIN [CN],high speed
594,Departure,2019-12-02 15:00,GIOIA TAURO,JERANTO [IT],tanker
595,Departure,2019-12-02 15:00,MAPUTO,KHURULA [MZ],tug
596,Arrival,2019-12-02 15:00,NOVOROSSIYSK,ALTAIR [RU],tug
597,Departure,2019-12-02 15:00,ROTTERDAM CENTRUM,AQUA SHUTTLE [NL],passenger
598,Departure,2019-12-02 15:00,GDYNIA,FAIRPLAY VI [PL],tug
599,Arrival,2019-12-02 15:00,TAHLEQUAH,WSF CHETZEMOKA [US],passenger
600,Arrival,2019-12-02 15:00,NICE,GECKO [FR],yacht
601,Departure,2019-12-02 15:00,VILLA SAN GIOVANNI,SCILLA [IT],passenger
602,Arrival,2019-12-02 15:00,BANGKOK,GINTO [TH],cargo
603,Arrival,2019-12-02 15:00,KLAIPEDA,TIGER [LT],tug
604,Arrival,2019-12-02 15:00,HATTERAS,CHICAMACOMICO [US],passenger
605,Departure,2019-12-02 15:00,GAZENICA,CRES [HR],passenger
606,Departure,2019-12-02 15:00,PLYMOUTH,SD POWERFUL [GB],tug
607,Departure,2019-12-02 15:00,TALLINN OLD HARBOR,VIKING XPRS [EE],passenger
608,Departure,2019-12-02 15:00,FLEETWOOD,AMBITION [GB],fishing
609,Departure,2019-12-02 15:00,GILIMANUK,KMP.PANCAR INDAH [ID],passenger
610,Departure,2019-12-02 15:00,AMUAY,CALA [VE],tug
611,Departure,2019-12-02 15:00,HONG KONG,PILOT92 [HK],tug
612,Departure,2019-12-02 15:00,TROMSO,VIKABUEN [NO],fishing
613,Departure,2019-12-02 15:00,BRUNSBUETTEL,FAEHRE DANZIG [DE],passenger
614,Arrival,2019-12-02 15:00,FANO,MENJA [DK],passenger
615,Arrival,2019-12-02 15:00,MOSS,BASTO II [NO],passenger
616,Arrival,2019-12-02 15:00,BUSAN,PILOT DA DAE PO HO [KR],undefined
617,Arrival,2019-12-02 15:00,XOROSTASI,ALMIROS [GR],cargo
618,Departure,2019-12-02 15:00,VIEQUES,CAYO BLANCO [PR],passenger
619,Arrival,2019-12-02 15:00,VILANOVA,PILAR_PENYA [ES],fishing
620,Arrival,2019-12-02 15:00,LAMONGAN,GROSBEAK [ID],tug
621,Arrival,2019-12-02 15:00,GUISHAN,GUANG ZHOU PILOT 1 [CN],passenger
622,Departure,2019-12-02 15:00,BUSAN,2CHUNYANGHO [KR],undefined
623,Departure,2019-12-02 15:00,SINGAPORE,SC4192D [SG],yacht
624,Departure,2019-12-02 15:00,ANTOING,PEGASE [BE],cargo
625,Departure,2019-12-02 15:00,GIBRALTAR,LIONFISH [GI],tug
626,Departure,2019-12-02 15:00,BREMEN,EMELIE D [DE],cargo
627,Departure,2019-12-02 15:00,BUSAN,MYUNG SUNG [KR],fishing
628,Arrival,2019-12-02 15:00,MAASHOLM,GOODENWIND II [DE],fishing
629,Departure,2019-12-02 15:00,OSAKA,BALBINA [JP],cargo
630,Departure,2019-12-02 15:00,BOTLEK - ROTTERDAM,BERNHARD SR [NL],cargo
631,Arrival,2019-12-02 15:00,BRUGGE,JASMIN [BE],cargo
632,Departure,2019-12-02 15:00,VENEZIA,MARCO POLO 1 [IT],passenger
633,Arrival,2019-12-02 15:00,WEITOU,XIN LONG YUN 18 [CN],cargo
634,Arrival,2019-12-02 15:00,BANGOR,AN TARA [GB],yacht
635,Departure,2019-12-02 15:00,NIJMEGEN,NAWATRANS V [NL],cargo
636,Departure,2019-12-02 15:00,BRISBANE,DARRA [AU],cargo
637,Departure,2019-12-02 15:00,NORRKOPING,LEONARDO [SE],tug
638,Departure,2019-12-02 15:00,SOUTHAMPTON,NAB [GB],undefined
639,Departure,2019-12-02 15:00,TERNEUZEN,DEO CONFIDENTES [NL],cargo
640,Departure,2019-12-02 15:00,VAAGE,RYGERCRUISE [NO],high speed
641,Departure,2019-12-02 15:00,BRIXHAM,DISCOVERY [GB],yacht
642,Departure,2019-12-02 15:00,MALMO,FINNPARTNER [SE],passenger
643,Arrival,2019-12-02 15:00,ANTWERP,NOOIT VOLMAAKT [BE],cargo
644,Departure,2019-12-02 15:00,HARLINGEN,JANJA [NL],cargo
645,Departure,2019-12-02 15:00,NIJKERK,AVONTUUR [NL],cargo
646,Arrival,2019-12-02 15:00,BOTLEK - ROTTERDAM,MONTIGNAC [NL],cargo
647,Arrival,2019-12-02 15:00,BASEL,GMS BERN [CH],cargo
648,Departure,2019-12-02 15:00,TEMA,COMM.KEITH DADZIE [GH],tug
649,Arrival,2019-12-02 15:00,ONNE,CHILOSCO (AIS2) [NG],cargo
650,Arrival,2019-12-02 14:59,EAST LONDON,KAMA [ZA],yacht
651,Departure,2019-12-02 14:59,TUZLA,MELISA-G [TR],tanker
652,Departure,2019-12-02 14:59,RIDDERKERK,WITTE DE WITH [NL],passenger
653,Arrival,2019-12-02 14:59,TAKORADI,E-ONE [GH],tug
654,Arrival,2019-12-02 14:59,MOLDE,MOLDEFJORD [NO],passenger
655,Arrival,2019-12-02 14:59,TARIFA,ALGECIRAS JET [ES],high speed
656,Departure,2019-12-02 14:59,ROTTERDAM,SBH 1 [NL],tanker
657,Departure,2019-12-02 14:59,SNAPTUN,M/F HJARNOE [DK],passenger
658,Arrival,2019-12-02 14:59,PERAMA,PROTOPOROS X [GR],passenger
659,Departure,2019-12-02 14:59,NAGOYA,MOL SUCCESS [JP],cargo
660,Arrival,2019-12-02 14:59,FAWLEY,CAROLINE A [GB],tanker
661,Arrival,2019-12-02 14:59,MOMBASA,KWALE [KE],passenger
662,Departure,2019-12-02 14:59,ENSENADA,MLB101 [MX],tug
663,Arrival,2019-12-02 14:59,NEW YORK,LADON [US],tanker
664,Arrival,2019-12-02 14:59,XIAMEN,MIN XIA MEN KE 0118 [CN],passenger
665,Departure,2019-12-02 14:59,BALTIMORE,CATLETT [US],tug
666,Departure,2019-12-02 14:59,MILLINGEN AAN DE RIJN,EILTANK 3 [NL],tanker
667,Arrival,2019-12-02 14:59,KLEPPESTO,EKSPRESSEN [NO],high speed
668,Departure,2019-12-02 14:59,MAASVLAKTE - ROTTERDAM,KRVE 60 [NL],high speed
669,Arrival,2019-12-02 14:59,BUSAN,CORDELIA [KR],cargo
